Disaster,State,County,City,Zip Code,Valid Registrations,Total Inspected,Inspected with No Damage,Total with Moderate Damage,Total with Major Damage,Total with Substantial Damage,Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
4339,PR,San Sebastian (Municipio),BO GUACIO SECTOR QUINTO RIO,685,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),BO ROBLES,685,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),DAN SEBASTIAN,685,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,San Sebastian (Municipio),ISABELA,662,2,2,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),ISABELA,685,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,San Sebastian (Municipio),LARES,669,3,2,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),MAYAGUEZ,680,1,1,0,1,0,0,1,"$5,596.00",$0.00,$0.00,"$5,596.00",1,0,0,0
4339,PR,San Sebastian (Municipio),MOCA,675,1,1,1,0,0,0,1,$840.00,$0.00,$0.00,$840.00,1,0,0,0
4339,PR,San Sebastian (Municipio),MOCA,676,6,6,6,0,0,0,4,"$8,091.00",$0.00,$0.00,"$8,091.00",4,0,0,0
4339,PR,San Sebastian (Municipio),NTERIOR CALABASSA,685,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),PR,685,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,San Sebastian (Municipio),PUERTO RICO,685,8,0,0,0,0,0,2,"$1,000.00",$0.00,$0.00,"$1,000.00",2,0,0,0
4339,PR,San Sebastian (Municipio),QUEBRADILLAS,678,3,3,3,0,0,0,1,$777.00,$0.00,$0.00,$777.00,1,0,0,0
4339,PR,San Sebastian (Municipio),SAB SEBASTIAN,685,2,2,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAM SEBASTIAN,685,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN GERMAN,683,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN JUAN,909,3,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN JUAN,921,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SABASTIAN,625,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SABASTIAN,685,4,2,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEB,685,2,2,2,0,0,0,1,$891.00,$0.00,$0.00,$891.00,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBAS,685,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBAST,685,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTAIN,685,2,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIA,685,4,3,3,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAB,685,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,0,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,605,1,1,1,0,0,0,1,$547.00,$0.00,$432.00,$115.00,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,627,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,668,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,669,2,2,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,675,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,678,2,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,685,"3,175",1769,1598,126,45,0,1082,"$1,587,282.00","$2,545.00","$155,944.00","$1,428,793.00","1,074",8,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,689,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,766,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,885,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN,9685,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,San Sebastian (Municipio),SANSEBASTIAN,685,5,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAN PUERTO RICO,685,2,2,1,0,1,0,2,"$6,721.00",$0.00,$864.00,"$5,857.00",2,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIAS,685,4,2,2,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTIASN,685,1,1,0,1,0,0,1,"$3,416.00",$0.00,$864.00,"$2,552.00",1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTION,685,2,2,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASTISN,685,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBASYIAN,685,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBATIAN,685,4,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBBASTIAN,685,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEBSTIAN,685,3,1,1,0,0,0,1,$450.00,$0.00,$0.00,$450.00,1,0,0,0
4339,PR,San Sebastian (Municipio),SAN SENASTIAN,685,3,2,2,0,0,0,2,"$1,000.00",$0.00,$0.00,"$1,000.00",2,0,0,0
4339,PR,San Sebastian (Municipio),SAN SERBASTIAN,682,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SAN SEWBASTIAN,685,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SECTOR DOMENECH,685,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SS,685,3,2,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,San Sebastian (Municipio),SSN SEBASTIAN,685,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Santa Isabel (Municipio),AIBONITO,705,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Santa Isabel (Municipio),COAMO,757,2,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Santa Isabel (Municipio),COAMO,769,1,1,1,0,0,0,1,$166.00,$0.00,$0.00,$166.00,1,0,0,0
4339,PR,Santa Isabel (Municipio),ISABELA,662,16,12,11,1,0,0,4,"$2,328.00",$0.00,$0.00,"$2,328.00",4,0,0,0
4339,PR,Santa Isabel (Municipio),PASO SECO,575,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Santa Isabel (Municipio),PASO SECO,757,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Santa Isabel (Municipio),SALINAS,757,3,1,1,0,0,0,1,$932.00,$0.00,$432.00,$500.00,1,0,0,0
4339,PR,Santa Isabel (Municipio),SAN ISABEL,757,2,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Santa Isabel (Municipio),SAN JUAN,923,1,1,1,0,0,0,1,$950.00,$0.00,$0.00,$950.00,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA IASBEL,757,1,1,0,1,0,0,1,"$7,929.00",$0.00,"$1,080.00","$6,849.00",1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABE,757,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Santa Isabel (Municipio),SA NTA ISABEL,757,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,257,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,575,2,2,2,0,0,0,2,$646.00,$0.00,$0.00,$646.00,2,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,612,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,751,2,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,754,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,756,2,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,757,"1,700",1284,1086,149,49,0,881,"$1,782,185.00","$3,540.00","$176,826.00","$1,601,820.00",872,9,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,769,4,1,0,1,0,0,2,"$8,514.00",$0.00,"$1,512.00","$7,002.00",2,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,787,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL,857,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Santa Isabel (Municipio),SANTAISABEL,757,16,14,12,1,1,0,8,"$30,421.00",$0.00,"$1,512.00","$28,909.00",7,1,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABELA,757,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL PR,757,2,2,2,0,0,0,1,"$1,231.00",$0.00,$0.00,"$1,231.00",1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISABEL S,757,2,1,1,0,0,0,1,"$1,754.00",$0.00,$0.00,"$1,754.00",1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISAV,704,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISBAEL,757,2,2,2,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA ISSBEL,757,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Santa Isabel (Municipio),SANTA SIABEL,757,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Santa Isabel (Municipio),S I,757,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Santa Isabel (Municipio),SSNTA ISABEL,757,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Santa Isabel (Municipio),VILLALBA,757,1,1,1,0,0,0,1,$66.00,$0.00,$0.00,$66.00,1,0,0,0
4339,PR,Toa Alta (Municipio),BARIO GALATE CENTRO TOA ALTA,953,1,1,1,0,0,0,1,"$2,468.00",$0.00,$0.00,"$2,468.00",1,0,0,0
4339,PR,Toa Alta (Municipio),BARRANQUITAS,954,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),BARRIO GALATEO TOA ALTA,953,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),BARRIO PINAS TOA ALTA,953,2,2,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),BARRIO PINA TOA ALTA,953,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),BAYAMON,953,4,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),BAYAMON,956,5,4,3,0,1,0,3,"$13,880.00",$0.00,"$1,486.00","$12,394.00",2,1,0,0
4339,PR,Toa Alta (Municipio),BAYAMON,957,4,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),BAYAMON,961,2,1,1,0,0,0,1,"$1,052.00",$0.00,$553.00,$499.00,1,0,0,0
4339,PR,Toa Alta (Municipio),BO GALATEO CENTRO,953,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),BO ORTIZ TOA ALTA,953,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),BO QUEBRADA ARENAS TOA ALTA,953,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),BUCARABONES TOA ALTA,953,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),COROZAL,783,2,2,1,1,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),DORADO,646,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),GALATEO CENTRO TOA ALTA,953,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),GUAYNABO,966,2,1,0,0,1,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),GUAYNABO,971,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),MINILLAS,956,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),MOROVIS,687,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),MUCARABONES TOA ALTA,953,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),NARANJITO,953,1,1,1,0,0,0,1,"$6,894.00",$0.00,"$1,106.00","$5,788.00",1,0,0,0
4339,PR,Toa Alta (Municipio),PUERTO RICO,953,3,2,2,0,0,0,1,$553.00,$0.00,$553.00,$0.00,1,0,0,0
4339,PR,Toa Alta (Municipio),QUEBRADA CRUZ TOA ALTA,953,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),SAN JUAN,923,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),SECTOR FALCONA,953,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALT,953,2,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,0,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,53,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,653,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,719,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,758,4,4,4,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,762,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,783,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,793,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,853,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,923,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,936,3,2,2,0,0,0,2,$732.00,$0.00,$0.00,$732.00,2,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,943,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,946,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,949,2,1,1,0,0,0,2,"$1,000.00",$0.00,$0.00,"$1,000.00",2,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,952,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,953,"4,114",2447,2201,159,87,0,1670,"$2,398,267.00","$25,791.00","$411,862.00","$1,960,615.00","1,660",9,1,0
4339,PR,Toa Alta (Municipio),TOA ALTA,954,172,103,88,10,5,0,74,"$107,952.00",$0.00,"$23,811.00","$84,141.00",74,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,956,10,4,4,0,0,0,2,"$1,000.00",$0.00,$0.00,"$1,000.00",2,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,957,5,3,3,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,959,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,961,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,963,6,2,2,0,0,0,3,"$1,500.00",$0.00,$0.00,"$1,500.00",3,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,983,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,9540,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,32828,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA,99053,1,1,0,0,1,0,1,$918.00,$0.00,$918.00,$0.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOAALTA,953,7,4,4,0,0,0,4,"$2,000.00",$0.00,$0.00,"$2,000.00",4,0,0,0
4339,PR,Toa Alta (Municipio),TOAALTA,954,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA HEIGHTS,953,4,3,3,0,0,0,3,"$4,715.00",$0.00,$0.00,"$4,715.00",3,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA HIGTS,953,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA HTS,953,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA PR,953,2,1,1,0,0,0,1,$553.00,$0.00,$553.00,$0.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTA PUERTO RICO,953,3,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTO,953,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALTS,953,1,1,1,0,0,0,1,$66.00,$0.00,$0.00,$66.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOA ALYA,953,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA BAJA,949,3,2,2,0,0,0,2,"$1,000.00",$0.00,$0.00,"$1,000.00",2,0,0,0
4339,PR,Toa Alta (Municipio),TOA BAJA,953,5,3,2,1,0,0,1,"$1,106.00",$0.00,"$1,106.00",$0.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOA BAJA,954,1,1,0,0,1,0,1,"$5,810.00",$0.00,"$1,106.00","$4,704.00",1,0,0,0
4339,PR,Toa Alta (Municipio),TOA BALTA,953,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOAL ALTA,953,1,1,0,0,1,0,1,"$5,612.00",$0.00,"$1,106.00","$4,506.00",1,0,0,0
4339,PR,Toa Alta (Municipio),TO ALTA,953,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOA LTA,953,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOALTA,758,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOALTA,953,2,2,2,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TODA ALTA,953,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),TOQ ALTA,953,1,0,0,0,0,0,1,"$1,053.00",$0.00,$553.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),TOWN HILL,953,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),URB MANCIONES DEL TOA,953,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Alta (Municipio),URB TOA ALTA HEIGHTS,953,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Alta (Municipio),VILLA JOSCO,953,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Baja (Municipio),BARRIO CAMPANILLAS TOA BAJA,948,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Baja (Municipio),BARRIO CAMPANILLA TOA BAJA,949,1,1,1,0,0,0,1,"$3,678.00",$0.00,$553.00,"$3,125.00",1,0,0,0
4339,PR,Toa Baja (Municipio),BARRIO INGENIO TOA BAJA,951,1,1,0,1,0,0,1,"$17,786.00",$0.00,$918.00,"$16,868.00",0,1,0,0
4339,PR,Toa Baja (Municipio),BARRIO INGENIO TOA BAJA,952,1,1,0,0,1,0,1,"$7,077.00",$0.00,"$1,106.00","$5,971.00",1,0,0,0
4339,PR,Toa Baja (Municipio),BAYAMON,949,1,0,0,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Baja (Municipio),BAYAMON,951,2,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Baja (Municipio),BAYAMON,952,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Baja (Municipio),BAYAMON,956,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Baja (Municipio),BAYAMON,957,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Baja (Municipio),BAYAMON,960,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Baja (Municipio),BAYAMON,961,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Baja (Municipio),BO CAMPANILLAS TOA BAJA,949,1,1,1,0,0,0,1,"$4,363.00",$0.00,$0.00,"$4,363.00",1,0,0,0
4339,PR,Toa Baja (Municipio),BO CANDELARIA,965,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Baja (Municipio),BO INGENIO TOA BAJA,949,1,1,1,0,0,0,1,"$4,274.00",$0.00,$0.00,"$4,274.00",1,0,0,0
4339,PR,Toa Baja (Municipio),BO MEDIA LUNA TOA BAJA,951,1,1,0,1,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Baja (Municipio),CALLE FLABOYA INGENIO,951,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Baja (Municipio),CALLE MANUEL ALONSO,949,1,0,0,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Baja (Municipio),CAMPANILLA,949,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
4339,PR,Toa Baja (Municipio),CAMPANILLAS,949,3,3,2,1,0,0,1,"$6,517.00",$0.00,"$1,106.00","$5,411.00",1,0,0,0
4339,PR,Toa Baja (Municipio),CAMPANILLAS TOA BAJA,949,1,1,1,0,0,0,1,$500.00,$0.00,$0.00,$500.00,1,0,0,0
4339,PR,Toa Baja (Municipio),CAMPANILLA TOA BAJA,949,7,7,5,0,2,0,6,"$21,049.00",$0.00,"$2,024.00","$19,025.00",6,0,0,0
4339,PR,Toa Baja (Municipio),CANDELARIA,952,1,1,1,0,0,0,0,$0.00,$0.00,$0.00,$0.00,0,0,0,0
